,log10(ObjectID),period(days),lower error (days),upper error(days),significance,band pair1,band pair2,iou
1217,6.154505528821043,,,,,12.0,14.0,
1218,6.154678935943562,260.5863192182408,8.791676930994413,2.8805995186430664,0.98,12.0,14.0,0.43257441893108556
1219,6.15474310944612,188.41262364578407,9.182209214530644,2.1333537812242582,1.0,12.0,14.0,0.9587754616916365
1220,6.154817611806885,212.99254526091565,7.446229958717765,2.8736308895726097,0.98,12.0,14.0,0.9376207520649471
1221,6.154909429786592,,,,,12.0,14.0,
1222,6.154917333738289,197.53086419753063,7.489942862869896,6.671862198853319,1.0,12.0,14.0,0.0
1223,6.154964450465607,192.86403085824472,9.36982667362392,4.897368252441311,1.0,12.0,14.0,0.29418688954994066
1224,6.154982383876769,197.53086419753063,12.403041075044284,4.63155932723646,1.0,12.0,14.0,0.9764458588240956
1225,6.155011562081773,260.5863192182408,8.675896227854537,2.531376838381334,0.98,12.0,14.0,0.9493208658897135
1226,6.155013081726242,,,,,12.0,14.0,
1227,6.155066873714835,188.41262364578407,7.099664915918936,5.838196770703576,1.0,12.0,14.0,0.5514107476808877
1228,6.155352740777766,,,,,12.0,14.0,
1229,6.155404972446515,,,,,12.0,14.0,
1230,6.155487254948293,,,,,12.0,14.0,
1231,6.155489683715156,,,,,12.0,14.0,
1232,6.155645400035372,188.41262364578407,15.44178929932525,6.835300357666171,1.0,12.0,14.0,0.9853900596207382
1233,6.155721264952355,202.42914979757063,13.740222039938118,5.536813970314114,1.0,12.0,14.0,0.9791778360346456
1234,6.155732491834328,202.42914979757063,13.224711388544849,0.4661321979190234,0.98,12.0,14.0,0.9892299571619159
1235,6.155740380821011,,,,,12.0,14.0,
1236,6.1558177459809595,,,,,12.0,14.0,
1237,6.155856271723966,,,,,12.0,14.0,
1238,6.155862945127449,,,,,12.0,14.0,
1239,6.1559263373466795,,,,,12.0,14.0,
1240,6.155976680555106,,,,,12.0,14.0,
1241,6.156115852189854,,,,,12.0,14.0,
1242,6.1561758732467435,,,,,12.0,14.0,
1243,6.156190119451199,260.5863192182408,3.4617450093019784,2.787983353227105,0.98,12.0,14.0,0.0
1244,6.156228309098019,,,,,12.0,14.0,
1245,6.156232249108567,252.5252525252523,12.286396422479754,0.940475539802918,1.0,12.0,14.0,0.988425878661539
1246,6.1562452811965,,,,,12.0,14.0,
1247,6.156273768585104,,,,,12.0,14.0,
1248,6.156281950787457,162.20600162205983,7.289517016703485,1.6384979187024271,1.0,12.0,14.0,0.9956363423199872
1249,6.156315587110983,188.41262364578407,9.900651327200222,1.3828059443694372,1.0,12.0,14.0,0.9956461327758326
1250,6.156369823983221,192.86403085824472,7.041600211645459,5.609149495040271,0.98,12.0,14.0,0.40609565794257824
1251,6.156417086348703,192.86403085824472,12.771912264621449,1.144015483441109,1.0,12.0,14.0,0.9986445485933235
1252,6.156418601083045,,,,,12.0,14.0,
1253,6.156424054082933,,,,,12.0,14.0,
1254,6.15645283267036,202.42914979757063,6.146639113555722,3.630904571084926,1.0,12.0,14.0,0.7024073900667042
1255,6.1564670697927335,,,,,12.0,14.0,
1256,6.156489484741663,,,,,12.0,14.0,
1257,6.156591246176579,,,,,12.0,14.0,
1258,6.156606690024603,,,,,12.0,14.0,
1259,6.156618196848443,,,,,12.0,14.0,
1260,6.156660285001726,,,,,12.0,14.0,
1261,6.156675726394914,202.42914979757063,9.284465516861218,1.8632934959961744,1.0,12.0,14.0,0.04643602824742936
1262,6.156691469995264,,,,,12.0,14.0,
1263,6.156804686002402,224.7191011235953,6.3642281003319,12.43554954120694,0.98,12.0,14.0,0.9234920807050625
1264,6.15689790055806,,,,,12.0,14.0,
1265,6.156954787922815,260.5863192182408,8.425162554313886,2.814409989882108,1.0,12.0,14.0,0.9267713273588593
1266,6.157010155169734,212.99254526091565,8.658877748343258,0.1931674405665546,0.98,12.0,14.0,0.9767244225831464
1267,6.157028306829002,,,,,12.0,14.0,
1268,6.157047062746597,,,,,12.0,14.0,
1269,6.157087294482663,260.5863192182408,8.817302864859414,3.874954221742257,1.0,12.0,14.0,0.9495460806001162
1270,6.157159581245064,184.1620626151011,10.987342522793142,8.8538407517988,1.0,12.0,14.0,0.9042555945660439
1271,6.157197080934001,,,,,12.0,14.0,
1272,6.157206152952958,,,,,12.0,14.0,
1273,6.157214922391151,,,,,12.0,14.0,
1274,6.157232763115378,,,,,12.0,14.0,
1275,6.157270256486142,,,,,12.0,14.0,
1276,6.157358534543287,,,,,12.0,14.0,
1277,6.157358836834571,,,,,12.0,14.0,
1278,6.157384833097901,,,,,12.0,14.0,
1279,6.157440750018691,,,,,12.0,14.0,
1280,6.157452536991314,,,,,12.0,14.0,
1281,6.157476714395592,,,,,12.0,14.0,
1282,6.15750572550416,,,,,12.0,14.0,
1283,6.157516301988773,,,,,12.0,14.0,
1284,6.157542288828448,,,,,12.0,14.0,
1285,6.157558303199426,,,,,12.0,14.0,
1286,6.157599393978068,,,,,12.0,14.0,
1287,6.157601810961625,,,,,12.0,14.0,
1288,6.157606644888385,,,,,12.0,14.0,
1289,6.157616614692406,,,,,12.0,14.0,
1290,6.157636553613866,,,,,12.0,14.0,
1291,6.1576507519847485,,,,,12.0,14.0,
1292,6.1576643457346725,,,,,12.0,14.0,
1293,6.157676126640438,,,,,12.0,14.0,
1294,6.15769787516537,,,,,12.0,14.0,
1295,6.157707540826869,,,,,12.0,14.0,
1296,6.157737140577086,,,,,12.0,14.0,
1297,6.157749523547519,212.99254526091565,13.169562477995155,1.944844434856208,1.0,12.0,14.0,0.8071729562103991
1298,6.157855217462326,,,,,12.0,14.0,
1299,6.157865483500571,,,,,12.0,14.0,
1300,6.157902016550588,,,,,12.0,14.0,
1301,6.157939452190565,,,,,12.0,14.0,
1302,6.157966923067031,212.99254526091565,6.291739652117087,26.632411059008437,1.0,12.0,14.0,0.9982620020420465
1303,6.157982318073183,,,,,12.0,14.0,
1304,6.158023368755124,,,,,12.0,14.0,
1305,6.158041478116624,,,,,12.0,14.0,
1306,6.158050230703997,,,,,12.0,14.0,
1307,6.158059888526735,,,,,12.0,14.0,
1308,6.158236407757515,,,,,12.0,14.0,
1309,6.1582367094383725,188.41262364578407,11.782307056089364,6.91197983695821,1.0,12.0,14.0,0.9116298001789788
1310,6.158334744616963,,,,,12.0,14.0,
1311,6.158363698467135,,,,,12.0,14.0,
1312,6.15840049119998,260.5863192182408,4.568817754594136,3.877051117961457,1.0,12.0,14.0,0.0
1313,6.15842250503327,197.53086419753063,10.863361643271674,7.748194967161623,1.0,12.0,14.0,0.8129063105560057
1314,6.158456579040611,269.1790040376848,19.441304286096624,5.804852603465804,1.0,12.0,14.0,0.9860661784638051
1315,6.158478590031136,252.5252525252523,14.65781952504426,2.9599433823582046,1.0,12.0,14.0,0.9893303243683682
1316,6.1584834142087805,,,,,12.0,14.0,
1317,6.158488539838813,,,,,12.0,14.0,
1318,6.158545822176204,260.5863192182408,11.787235167511938,3.981683414826932,0.98,12.0,14.0,0.9883024665754605
1319,6.158568130094995,,,,,12.0,14.0,
1320,6.15856843154551,,,,,12.0,14.0,
1321,6.15859043686798,,,,,12.0,14.0,
1322,6.158644993200891,,,,,12.0,14.0,
1323,6.158657350313269,,,,,12.0,14.0,
1324,6.1586706112134815,,,,,12.0,14.0,
1325,6.158686885401261,,,,,12.0,14.0,
1326,6.158688693606703,,,,,12.0,14.0,
1327,6.158758605110896,,,,,12.0,14.0,
1328,6.158793556643136,,,,,12.0,14.0,
1329,6.158816755676007,,,,,12.0,14.0,
1330,6.1588294091716325,278.35768963117584,7.566145036585681,4.420626378306167,0.98,12.0,14.0,0.9956120317408953
1331,6.158870681106848,,,,,12.0,14.0,
1332,6.15896526038341,,,,,12.0,14.0,
1333,6.159011337727985,269.1790040376848,10.504313910043834,3.746953923136175,0.98,12.0,14.0,0.34402439789079287
1334,6.1590429566065845,,,,,12.0,14.0,
1335,6.159152550899762,,,,,12.0,14.0,
1336,6.159167903935469,224.7191011235953,1.4799968473282945,2.8936236830971893,1.0,12.0,14.0,0.6737728389203383
1337,6.159258806868892,,,,,12.0,14.0,
1338,6.1593566116222265,298.73039581777425,16.990908587577053,11.170988199762917,1.0,12.0,14.0,0.8572175289906483
1339,6.159445970862671,,,,,12.0,14.0,
1340,6.159448076750951,,,,,12.0,14.0,
1341,6.159461313529178,207.57654385054468,6.64167846709384,4.414577463965912,1.0,12.0,14.0,0.7099279250318714
1342,6.159470940023585,,,,,12.0,14.0,
1343,6.159493802092654,,,,,12.0,14.0,
1344,6.159596065037244,,,,,12.0,14.0,
1345,6.159682969611439,,,,,12.0,14.0,
1346,6.159700408572813,,,,,12.0,14.0,
1347,6.159709127790911,,,,,12.0,14.0,
1348,6.159761138800128,269.1790040376848,13.804365201267784,3.751127142206371,0.98,12.0,14.0,0.5689618650035431
1349,6.159823964602716,,,,,12.0,14.0,
1350,6.159836889358326,278.35768963117584,26.73752543739596,9.024444751314832,0.94,12.0,14.0,0.9980873532017068
1351,6.159857928835436,,,,,12.0,14.0,
1352,6.159910823589551,,,,,12.0,14.0,
1353,6.15997603155007,,,,,12.0,14.0,
1354,6.1599847452363665,,,,,12.0,14.0,
1355,6.159985947110412,,,,,12.0,14.0,
1356,6.1600000688813,,,,,12.0,14.0,
1357,6.160015992880607,,,,,12.0,14.0,
1358,6.160035521516614,,,,,12.0,14.0,
1359,6.1600568517925325,,,,,12.0,14.0,
1360,6.160095604120189,,,,,12.0,14.0,
1361,6.160109121560552,,,,,12.0,14.0,
1362,6.160135854814856,269.1790040376848,7.469726484555281,5.233123776414288,0.98,12.0,14.0,0.06524734852404579
1363,6.16013795736056,260.5863192182408,13.101292736771144,0.8852319591960054,1.0,12.0,14.0,0.9717520079306285
1364,6.160154777359765,278.35768963117584,26.04672300534304,3.624419567820041,1.0,12.0,14.0,0.9931467478519621
1365,6.160199527399692,133.11148086522445,3.5053514285234826,2.5565322088313565,1.0,12.0,14.0,0.11706854101376066
1366,6.160230759594654,,,,,12.0,14.0,
1367,6.1602436722497504,,,,,12.0,14.0,
1368,6.160255683677261,,,,,12.0,14.0,
1369,6.1602688958638385,,,,,12.0,14.0,
1370,6.160285710792725,252.5252525252523,10.516676903550945,1.6370682700502923,1.0,12.0,14.0,0.9589369707097737
1371,6.160316336311876,,,,,12.0,14.0,
1372,6.1603466594529985,,,,,12.0,14.0,
1373,6.160373978489888,288.1844380403456,19.32099157071849,9.985603052458488,1.0,12.0,14.0,0.9443042312811429
1374,6.160392290288856,288.1844380403456,14.919981318148416,6.044968265889622,0.98,12.0,14.0,0.949290324066736
1375,6.160398594172143,,,,,12.0,14.0,
1376,6.160455925291143,,,,,12.0,14.0,
1377,6.160473333242945,,,,,12.0,14.0,
1378,6.16054025731816,,,,,12.0,14.0,
1379,6.160551960469183,,,,,12.0,14.0,
1380,6.160572365208987,,,,,12.0,14.0,
1381,6.160581667051643,,,,,12.0,14.0,
1382,6.160590368595058,,,,,12.0,14.0,
1383,6.160599670052124,,,,,12.0,14.0,
1384,6.160693873584228,278.35768963117584,14.216051791183476,4.678070601220952,1.0,12.0,14.0,0.9544479482495773
1385,6.160717871218252,,,,,12.0,14.0,
1386,6.160721470748989,,,,,12.0,14.0,
1387,6.160734368822478,,,,,12.0,14.0,
1388,6.160745166914996,,,,,12.0,14.0,
1389,6.160751465678315,,,,,12.0,14.0,
1390,6.160758664153106,,,,,12.0,14.0,
1391,6.160782058372189,202.42914979757063,10.578255671275713,0.909747026979943,1.0,12.0,14.0,0.9834659545175465
1392,6.160789256339925,,,,,12.0,14.0,
1393,6.160800053067849,288.1844380403456,19.742661449055447,4.285970152458901,1.0,12.0,14.0,0.9931368284410291
1394,6.16082734360006,,,,,12.0,14.0,
1395,6.160840538407198,,,,,12.0,14.0,
1396,6.16086092959338,,,,,12.0,14.0,
1397,6.16087082497104,192.86403085824472,9.496495845538703,6.674725213430321,1.0,12.0,14.0,0.8068835210148066
1398,6.160916400769523,,,,,12.0,14.0,
1399,6.160939486684543,,,,,12.0,14.0,
1400,6.160940985727504,260.5863192182408,22.8815258060107,4.240058620805371,0.96,12.0,14.0,0.9919730410962024
1401,6.160970965500191,,,,,12.0,14.0,
1402,6.160986554164147,,,,,12.0,14.0,
1403,6.160994048514958,,,,,12.0,14.0,
1404,6.161026722373441,,,,,12.0,14.0,
1405,6.16105729568443,,,,,12.0,14.0,
1406,6.161059393773912,,,,,12.0,14.0,
1407,6.161125028883455,,,,,12.0,14.0,
1408,6.161151100352274,,,,,12.0,14.0,
1409,6.161197845273972,,,,,12.0,14.0,
1410,6.161220616618417,,,,,12.0,14.0,
1411,6.161220916233412,,,,,12.0,14.0,
1412,6.161253573028751,260.5863192182408,8.489344441422418,4.957539222048155,1.0,12.0,14.0,0.7653620193139052
1413,6.161258666069056,172.4881414402758,5.674582614347173,2.32578458972651,1.0,12.0,14.0,0.5781503626861334
1414,6.161281134651547,288.1844380403456,14.229133181746532,5.300022391234052,1.0,12.0,14.0,0.9908408583451044
1415,6.1612844299458995,,,,,12.0,14.0,
1416,6.161285927798703,,,,,12.0,14.0,
1417,6.16131977789448,,,,,12.0,14.0,
1418,6.161344639558601,,,,,12.0,14.0,
1419,6.161348832952035,,,,,12.0,14.0,
1420,6.161366804179579,,,,,12.0,14.0,
1421,6.161372494913274,,,,,12.0,14.0,
1422,6.161405140313063,,,,,12.0,14.0,
1423,6.161426103954801,180.09905447996377,10.369567332409588,7.12429208355934,1.0,12.0,14.0,0.9635054843643517
1424,6.161463237064948,,,,,12.0,14.0,
1425,6.161485695066555,,,,,12.0,14.0,
1426,6.1615051577286,,,,,12.0,14.0,
1427,6.16150755307288,,,,,12.0,14.0,
1428,6.161521924861127,,,,,12.0,14.0,
1429,6.161522823082101,,,,,12.0,14.0,
1430,6.161544679219904,,,,,12.0,14.0,
1431,6.161569228638415,,,,,12.0,14.0,
1432,6.161583299020967,,,,,12.0,14.0,
1433,6.161600063136964,,,,,12.0,14.0,
1434,6.161602158605964,,,,,12.0,14.0,
1435,6.161661426256137,,,,,12.0,14.0,
1436,6.161670704802445,310.0775193798448,19.07322485959133,11.106410979508668,0.96,12.0,14.0,0.9323841745919598
1437,6.16169285278905,,,,,12.0,14.0,
1438,6.161707218446718,,,,,12.0,14.0,
1439,6.16173235720427,,,,,12.0,14.0,
1440,6.16177425190016,,,,,12.0,14.0,
1441,6.1617934024151815,202.42914979757063,10.685004517209537,3.04574730817842,1.0,12.0,14.0,0.9692968795752125
1442,6.16179549695153,,,,,12.0,14.0,
1443,6.1617966938249085,180.09905447996377,12.09261658618192,1.2796451184615023,1.0,12.0,14.0,0.9979009231427107
1444,6.161850250532377,,,,,12.0,14.0,
1445,6.161882560882263,,,,,12.0,14.0,
1446,6.161899014303372,,,,,12.0,14.0,
1447,6.161918757585923,,,,,12.0,14.0,
1448,6.161948370826962,218.6987424822305,8.016097811701115,1.644079953894931,1.0,12.0,14.0,0.952736477378973
1449,6.161983066601076,,,,,12.0,14.0,
1450,6.16200160975753,,,,,12.0,14.0,
1451,6.162019853058159,,,,,12.0,14.0,
1452,6.1620398898987245,,,,,12.0,14.0,
1453,6.162046169912207,,,,,12.0,14.0,
1454,6.1620491603629,,,,,12.0,14.0,
1455,6.16205394504118,298.73039581777425,18.46340985997847,8.040816393591626,1.0,12.0,14.0,0.8679066903974098
1456,6.162078166666078,,,,,12.0,14.0,
1457,6.1620907254953226,188.41262364578407,11.308464544103032,3.0188211506116147,1.0,12.0,14.0,0.9756345587824844
1458,6.162093715639234,,,,,12.0,14.0,
1459,6.162099097846394,,,,,12.0,14.0,
1460,6.1622130055860636,,,,,12.0,14.0,
1461,6.162213304517202,278.35768963117584,20.62096733722416,4.224415503580076,0.96,12.0,14.0,0.9831187823713521
1462,6.162298491507096,,,,,12.0,14.0,
1463,6.162308951915331,,,,,12.0,14.0,
1464,6.162316423481247,,,,,12.0,14.0,
1465,6.1623265846046165,,,,,12.0,14.0,
1466,6.162362146664337,,,,,12.0,14.0,
1467,6.1623717090743595,278.35768963117584,26.246213375404068,2.4127870959003417,0.96,12.0,14.0,0.9987275762256873
1468,6.162372605539505,,,,,12.0,14.0,
1469,6.162464334023552,207.57654385054468,7.925623995341255,2.499141097705575,1.0,12.0,14.0,0.5249041441843335
1470,6.162466425326606,,,,,12.0,14.0,
1471,6.162469412884928,197.53086419753063,9.097419594293456,7.259097965304591,1.0,12.0,14.0,0.5820003547370729
1472,6.162502872134117,,,,,12.0,14.0,
1473,6.162518405909317,,,,,12.0,14.0,
1474,6.162593677104163,124.9609497032176,2.919729838011776,2.718370753242283,1.0,12.0,14.0,0.0
1475,6.1626420588413096,,,,,12.0,14.0,
1476,6.162740896130762,184.1620626151011,5.719298519422779,2.3344406811336285,1.0,12.0,14.0,0.8926508611695645
1477,6.1627722446506015,,,,,12.0,14.0,
1478,6.1627859775750835,,,,,12.0,14.0,
1479,6.162870156883165,260.5863192182408,12.82583791531954,2.966852943408412,1.0,12.0,14.0,0.022213573306456312
1480,6.162901794531964,197.53086419753063,7.413236762049422,3.747033726711464,1.0,12.0,14.0,0.28684563128477136
1481,6.162940592275693,,,,,12.0,14.0,
1482,6.163022056257438,162.20600162205983,6.665171595397453,2.1416776277638974,0.96,12.0,14.0,0.19939040299611765
1483,6.1630277253431265,162.20600162205983,6.501517261409049,2.585500942363097,1.0,12.0,14.0,0.9689769278322146
1484,6.163042345275239,176.21145374449318,10.34334279623397,2.9483937681221164,1.0,12.0,14.0,0.990414686247967
1485,6.163046820666273,260.5863192182408,13.065906036133129,0.2326602403788911,0.98,12.0,14.0,0.9964504842330217
1486,6.163085903787937,,,,,12.0,14.0,
1487,6.16310320664219,288.1844380403456,23.617140642482923,5.458285786301701,1.0,12.0,14.0,0.9896606906139127
1488,6.1631393017569795,,,,,12.0,14.0,
1489,6.163181359222087,278.35768963117584,15.066278376558785,4.915595877209569,1.0,12.0,14.0,0.9648566862727688
1490,6.163205219802774,,,,,12.0,14.0,
1491,6.163252340598727,,,,,12.0,14.0,
1492,6.163290510659831,207.57654385054468,14.41327186831407,2.5253725878758644,0.98,12.0,14.0,0.9818975022049646
1493,6.1632940889310674,,,,,12.0,14.0,
1494,6.163295281681595,288.1844380403456,10.678433370563823,6.053729619593241,1.0,12.0,14.0,0.6254653429666601
1495,6.163372803440178,,,,,12.0,14.0,
1496,6.163393076079054,218.6987424822305,9.17371525149136,0.9976982379504592,1.0,12.0,14.0,0.9612120664164259
1497,6.1634050007187104,,,,,12.0,14.0,
1498,6.163406491275646,,,,,12.0,14.0,
1499,6.163425569952608,,,,,12.0,14.0,
1500,6.163464619006175,,,,,12.0,14.0,
1501,6.163492934825959,,,,,12.0,14.0,
1502,6.16350247237065,,,,,12.0,14.0,
1503,6.163505154767357,,,,,12.0,14.0,
1504,6.163558203209465,269.1790040376848,6.293016605112655,5.292266536682575,1.0,12.0,14.0,0.0
1505,6.1635677393209205,,,,,12.0,14.0,
1506,6.1635760832466815,,,,,12.0,14.0,
1507,6.163605583698827,,,,,12.0,14.0,
1508,6.163615118769983,,,,,12.0,14.0,
1509,6.163624951592858,,,,,12.0,14.0,
1510,6.16364461657076,,,,,12.0,14.0,
1511,6.163705989411861,,,,,12.0,14.0,
1512,6.163746502651554,,,,,12.0,14.0,
1513,6.163747098406294,,,,,12.0,14.0,
1514,6.1637908841423314,,,,,12.0,14.0,
1515,6.163796543201029,252.5252525252523,6.540886814641283,2.615617798696832,1.0,12.0,14.0,0.2810822210270893
1516,6.163823348266662,,,,,12.0,14.0,
1517,6.163837941440181,,,,,12.0,14.0,
1518,6.163869806461614,,,,,12.0,14.0,
1519,6.163884100291043,162.20600162205983,5.009053950004471,1.2572739562399136,1.0,12.0,14.0,0.5873439227570374
1520,6.16388469585706,,,,,12.0,14.0,
1521,6.163893927025885,,,,,12.0,14.0,
1522,6.163908815594417,,,,,12.0,14.0,
1523,6.163922512626684,,,,,12.0,14.0,
1524,6.16401004432654,,,,,12.0,14.0,
1525,6.164015998223107,,,,,12.0,14.0,
1526,6.164061245169741,,,,,12.0,14.0,
1527,6.164102618185605,,,,,12.0,14.0,
1528,6.164121666306684,,,,,12.0,14.0,
1529,6.164135059016607,,,,,12.0,14.0,
1530,6.164160950418091,,,,,12.0,14.0,
1531,6.164168687778735,192.86403085824472,12.79126626692826,5.330303468109236,1.0,12.0,14.0,0.31530087857438915
1532,6.164188923301033,,,,,12.0,14.0,
1533,6.164202313937087,,,,,12.0,14.0,
1534,6.1642525995281146,,,,,12.0,14.0,
1535,6.164254087178819,,,,,12.0,14.0,
1536,6.164269855963002,,,,,12.0,14.0,
1537,6.164281161531331,298.73039581777425,25.30840596890596,6.043972671294739,0.98,12.0,14.0,0.9914460816299082
1538,6.164293656817088,,,,,12.0,14.0,
1539,6.164327570780612,252.5252525252523,10.771841533166992,1.3064568252155482,1.0,12.0,14.0,0.995318236150784
1540,6.1643962830613,184.1620626151011,9.108345321333816,3.007899414911577,1.0,12.0,14.0,0.9750453540035009
1541,6.164418292488658,,,,,12.0,14.0,
1542,6.164431676054529,188.41262364578407,11.548927123555616,4.4130246322365,1.0,12.0,14.0,0.9992898133228986
1543,6.164435542341219,,,,,12.0,14.0,
1544,6.164448330582757,,,,,12.0,14.0,
1545,6.164466471395706,,,,,12.0,14.0,
1546,6.164468553079873,269.1790040376848,25.30353126259314,2.308683446470411,1.0,12.0,14.0,0.9992153494263951
1547,6.1645256468128755,212.99254526091565,8.508275940461687,6.411774228425799,1.0,12.0,14.0,0.20574101265777897
1548,6.164585408773988,,,,,12.0,14.0,
1549,6.16460443573214,,,,,12.0,14.0,
1550,6.164610084199874,,,,,12.0,14.0,
1551,6.164658539088965,,,,,12.0,14.0,
1552,6.164690343960619,184.1620626151011,10.833596018301336,1.7027768817484343,1.0,12.0,14.0,0.9962950044747149
1553,6.164700746917783,278.35768963117584,20.743158636428063,5.663700518882251,1.0,12.0,14.0,0.9971734334065788
1554,6.1647031247015756,,,,,12.0,14.0,
1555,6.1647173911309485,,,,,12.0,14.0,
1556,6.164750083264106,,,,,12.0,14.0,
1557,6.164755432651605,,,,,12.0,14.0,
1558,6.1648121915380125,180.09905447996377,10.512393589011054,4.411968839705537,1.0,12.0,14.0,0.9997122166398797
1559,6.164854978674072,,,,,12.0,14.0,
1560,6.164883798188355,,,,,12.0,14.0,
1561,6.1648885517389305,,,,,12.0,14.0,
1562,6.164893899421138,,,,,12.0,14.0,
1563,6.164904297503597,197.53086419753063,12.81403742989309,2.227206551863219,1.0,12.0,14.0,0.9966477142440592
1564,6.164927469477486,,,,,12.0,14.0,
1565,6.1649761860057755,,,,,12.0,14.0,
1566,6.165010937750313,,,,,12.0,14.0,
1567,6.165012422805645,,,,,12.0,14.0,
1568,6.16504182585558,,,,,12.0,14.0,
1569,6.165061129805849,,,,,12.0,14.0,
1570,6.165062020736686,,,,,12.0,14.0,
1571,6.165132695426291,188.41262364578407,10.638465764357475,3.151538313128043,1.0,12.0,14.0,0.9778987619262512
1572,6.165199796041853,207.57654385054468,7.2117257049822,3.093229580460047,1.0,12.0,14.0,0.9440981080858586
1573,6.1652253271814885,202.42914979757063,12.561263656330397,1.8195072065534816,1.0,12.0,14.0,0.9915676233240713
1574,6.165233936180887,,,,,12.0,14.0,
1575,6.165328920706997,212.99254526091565,8.279419270852117,6.715528876111534,1.0,12.0,14.0,0.41942795773122027
1576,6.165340792312217,,,,,12.0,14.0,
1577,6.165387385226423,,,,,12.0,14.0,
1578,6.1654250713791505,,,,,12.0,14.0,
1579,6.165433676419979,212.99254526091565,9.766949139515845,1.34841717908796,1.0,12.0,14.0,0.9986657953581165
1580,6.165439610831558,,,,,12.0,14.0,
1581,6.165453853088505,,,,,12.0,14.0,
1582,6.165463050964562,,,,,12.0,14.0,
1583,6.165483226268469,202.42914979757063,11.752770826370297,1.5152477671695124,1.0,12.0,14.0,0.9932436674203786
1584,6.165518530795203,269.1790040376848,18.56150180510417,4.828095921749934,0.98,12.0,14.0,0.9826536781006499
1585,6.1655458230842175,,,,,12.0,14.0,
1586,6.165560951766416,,,,,12.0,14.0,
1587,6.165595063527707,,,,,12.0,14.0,
1588,6.165614639502417,,,,,12.0,14.0,
1589,6.165687003627488,,,,,12.0,14.0,
1590,6.165690265660575,,,,,12.0,14.0,
1591,6.165706871994609,,,,,12.0,14.0,
1592,6.165731187266714,288.1844380403456,15.639316412522874,5.079149445426992,1.0,12.0,14.0,0.3273414560173168
1593,6.165743344392275,,,,,12.0,14.0,
1594,6.165760541696012,288.1844380403456,13.903955287940336,17.82777484702359,1.0,12.0,14.0,0.7530043130036134
1595,6.165765878651814,,,,,12.0,14.0,
1596,6.16577358747219,,,,,12.0,14.0,
1597,6.165784853963529,,,,,12.0,14.0,
1598,6.1657869293379495,168.9189189189187,0.0811778356083152,0.5203212157071846,1.0,12.0,14.0,0.0
1599,6.165792562447098,,,,,12.0,14.0,
1600,6.1658245808374526,,,,,12.0,14.0,
1601,6.165824877293001,202.42914979757063,10.390894762130188,9.971584943393225,1.0,12.0,14.0,0.0
1602,6.165938997644879,310.0775193798448,20.37655727188252,5.3241942004119664,0.98,12.0,14.0,0.9737452671704172
1603,6.165939294022335,,,,,12.0,14.0,
1604,6.165967152600128,,,,,12.0,14.0,
1605,6.165974857848707,188.41262364578407,9.3682414578752,4.176512880381011,1.0,12.0,14.0,0.3727304229313193
1606,6.165982266612653,,,,,12.0,14.0,
1607,6.165997972774239,184.1620626151011,8.817617013100147,8.067532714676162,0.98,12.0,14.0,0.0
1608,6.165998861785267,278.35768963117584,20.59990669549745,9.088369191333925,1.0,12.0,14.0,0.9746021815274055
1609,6.1660024178111845,,,,,12.0,14.0,
1610,6.166003306813114,,,,,12.0,14.0,
1611,6.166019308536675,,,,,12.0,14.0,
1612,6.166019604859328,,,,,12.0,14.0,
1613,6.166035605982404,,,,,12.0,14.0,
1614,6.16603945801658,,,,,12.0,14.0,
1615,6.166120046588971,,,,,12.0,14.0,
1616,6.166247120974446,,,,,12.0,14.0,
1617,6.166322340968786,,,,,12.0,14.0,
1618,6.166328855473368,288.1844380403456,27.853188572715965,4.6667840608960205,1.0,12.0,14.0,0.9978011961163689
1619,6.166369124787187,,,,,12.0,14.0,
1620,6.166389554114308,,,,,12.0,14.0,
1621,6.166416495670558,,,,,12.0,14.0,
1622,6.166436626731463,,,,,12.0,14.0,
1623,6.1664372188073635,,,,,12.0,14.0,
1624,6.166437514845011,,,,,12.0,14.0,
1625,6.166443139521974,,,,,12.0,14.0,
1626,6.1664606051598145,,,,,12.0,14.0,
1627,6.166466821573282,288.1844380403456,18.72216552711029,8.468843403934557,1.0,12.0,14.0,0.9634003426926864
1628,6.166478366105085,,,,,12.0,14.0,
1629,6.166496718318822,,,,,12.0,14.0,
1630,6.166518325576414,202.42914979757063,6.617306404505115,4.196687267761945,1.0,12.0,14.0,0.8039424325378993
1631,6.166559169236212,202.42914979757063,1.3188351055139265,2.2571413836149645,0.98,12.0,14.0,0.0
1632,6.1665650882885235,,,,,12.0,14.0,
1633,6.166580181506789,123.07692307692292,0.6862263014212857,1.400099511044715,1.0,12.0,14.0,0.9005820621904466
1634,6.166587875886783,,,,,12.0,14.0,
1635,6.166620131611603,,,,,12.0,14.0,
1636,6.166621611174542,,,,,12.0,14.0,
1637,6.166652680831934,197.53086419753063,15.624507571083257,0.488097790199447,1.0,12.0,14.0,0.996929619893883
1638,6.1666559356198,165.4944145635083,5.061843515743874,5.072375814053515,1.0,12.0,14.0,0.0
1639,6.166662741006515,,,,,12.0,14.0,
1640,6.1666893697555905,,,,,12.0,14.0,
1641,6.166702683517875,,,,,12.0,14.0,
1642,6.141478620884485,,,,,13.0,12.0,
